Sheepshead,Stoplight Parrotfish,50.0
Sheepshead,Gulf Flounder,194.0
Sheepshead,Yellowtail Snapper,65.0
Sheepshead,Bucktooth (Emerald) Parrotfish,33.0
Sheepshead,Spanish Spotted Lobster,56.0
Sheepshead,Bonefish,63.0
Sheepshead,Tripletail,61.0
Sheepshead,Queen Conch,128.0
Sheepshead,Atlantic Spadefish,105.0
Sheepshead,Brown Shrimp,68.0
Sheepshead,Black Margate,73.0
Sheepshead,Dusky Squirrelfish,58.0
Sheepshead,Florida Stone Crab,108.0
Sheepshead,Sheepshead Minnow,99.0
Sheepshead,Spotted Sea Trout,104.0
Sheepshead,Queen Triggerfish,72.0
Sheepshead,Green Moray,91.0
Sheepshead,French Angelfish,50.0
Sheepshead,Spotted Eagle Ray,105.0
Sheepshead,Black Grouper,82.0
Sheepshead,Permit,93.0
Sheepshead,Cero Mackerel,61.0
Sheepshead,Florida Gar,57.0
Sheepshead,Carribean Reef Squid,37.0
Sheepshead,Goliath Grouper,119.0
Sheepshead,Peacock Flounder,42.0
Sheepshead,Longsnout Bufferflyfish,48.0
Sheepshead,Spanish Mackerel,20.0
Sheepshead,American Eel,64.0
Sheepshead,Pink Shrimp,63.0
Sheepshead,Reef Croaker,32.0
Sheepshead,Atlantic Sailfish,19.0
Sheepshead,Lemon Shark,78.0
Sheepshead,Barred Hamlet,78.0
Sheepshead,Crevalle Jack,107.0
Sheepshead,Hogfish,63.0
Sheepshead,French Grunt,71.0
Sheepshead,Sergeant Major,36.0
Sheepshead,Jolthead Porgy,63.0
Sheepshead,Bluehead Wrasse,45.0
Sheepshead,Pinfish,118.0
Sheepshead,Snook,149.0
Sheepshead,Spanish Sardine,123.0
Sheepshead,Striped Mullet,118.0
Sheepshead,Yellowfin Mojarra,37.0
Sheepshead,Mutton Snapper,117.0
Sheepshead,Black Tip Shark,65.0
Sheepshead,Tarpon,128.0
Sheepshead,Red Drum,132.0
Sheepshead,King Mackerel,88.0
Sheepshead,Long-Spined Sea Urchin,100.0
Sheepshead,Ladyfish,35.0
Sheepshead,Mangrove Species Rivulus,44.0
Sheepshead,Bar Jack,55.0
Sheepshead,Gray Snapper,154.0
Sheepshead,Great Barracuda,96.0
Sheepshead,Cobia,78.0
Sheepshead,Carribean Spiny Lobster,93.0
Sheepshead,Schoolmaster Snapper,93.0
Sheepshead,Oyster Toadfish,141.0
Sheepshead,Florida Pompano,49.0
Stoplight Parrotfish,Gulf Flounder,47.0
Stoplight Parrotfish,Spanish Spotted Lobster,36.0
Stoplight Parrotfish,Yellowtail Snapper,62.0
Stoplight Parrotfish,Bucktooth (Emerald) Parrotfish,19.0
Stoplight Parrotfish,Bonefish,13.0
Stoplight Parrotfish,Tripletail,52.0
Stoplight Parrotfish,Queen Conch,68.0
Stoplight Parrotfish,Atlantic Spadefish,56.0
Stoplight Parrotfish,Black Margate,52.0
Stoplight Parrotfish,Brown Shrimp,22.0
Stoplight Parrotfish,Dusky Squirrelfish,36.0
Stoplight Parrotfish,Florida Stone Crab,27.0
Stoplight Parrotfish,Sheepshead Minnow,20.0
Stoplight Parrotfish,Spotted Sea Trout,19.0
Stoplight Parrotfish,Queen Triggerfish,56.0
Stoplight Parrotfish,Green Moray,58.0
Stoplight Parrotfish,French Angelfish,45.0
Stoplight Parrotfish,Spotted Eagle Ray,51.0
Stoplight Parrotfish,Black Grouper,60.0
Stoplight Parrotfish,Cero Mackerel,54.0
Stoplight Parrotfish,Permit,60.0
Stoplight Parrotfish,Florida Gar,2.0
Stoplight Parrotfish,Carribean Reef Squid,55.0
Stoplight Parrotfish,Goliath Grouper,55.0
